0,1
0.1408581,0.8591419
0.1486697,0.85133034
0.19072011,0.8092799
0.28687316,0.71312684
0.2377673,0.7622327
0.18719465,0.81280535
0.14291258,0.85708743
0.2587376,0.74126244
0.18660738,0.8133926
0.15482837,0.84517163
0.21045546,0.7895445
0.153873,0.846127
0.15758553,0.84241444
0.21593729,0.78406274
0.18706164,0.8129384
0.3520957,0.6479043
0.17308104,0.82691896
0.21808961,0.78191036
0.28120428,0.71879566
0.21326199,0.786738
0.2864657,0.7135343
0.1490799,0.85092
0.1710637,0.8289363
0.196022,0.80397797
0.093783356,0.9062166
0.08972905,0.9102709
0.08221906,0.917781
0.07426798,0.9257321
0.085805394,0.91419464
0.10941169,0.8905883
0.09648965,0.90351033
0.111287095,0.8887129
0.051542804,0.94845724
0.011836673,0.9881633
0.13211505,0.86788493
0.09763815,0.9023618
0.08769415,0.9123058
0.07707134,0.9229287
0.14939278,0.85060716
0.13586609,0.86413395
0.10777077,0.8922292
0.076205455,0.92379457
0.09388025,0.9061197
0.058097374,0.9419026
0.082156025,0.91784406
0.087586716,0.91241324
0.059344433,0.9406555
0.14409122,0.8559088
0.11935926,0.8806407
0.04949618,0.9505038
0.1010008,0.89899915
0.37402704,0.625973
0.4679442,0.5320558
0.22338298,0.77661705
0.67715716,0.32284284
0.24537873,0.75462127
0.23817511,0.7618249
0.31101382,0.6889862
0.40676057,0.5932394
0.42901447,0.5709855
0.59051013,0.40948987
0.5318857,0.46811432
0.44524896,0.55475104
0.65155077,0.34844926
0.29884028,0.7011597
0.33912447,0.6608755
0.5234817,0.47651833
0.4129218,0.5870782
0.38502207,0.61497796
0.17413327,0.82586676
0.3073911,0.6926089
0.114020295,0.88597965
0.11438579,0.8856142
0.08091472,0.91908526
0.07957476,0.9204252
0.06695665,0.9330433
0.10103122,0.8989687
0.1633643,0.8366357
0.13773246,0.86226755
0.1902178,0.80978227
0.05741568,0.9425843
0.19135109,0.80864894
0.11418475,0.8858152
0.094624296,0.90537566
0.08025601,0.919744
0.09198324,0.9080168
0.11471242,0.8852876
0.09114665,0.9088533
0.107379146,0.89262086
0.09444924,0.90555084
0.081717156,0.9182828
0.07410142,0.9258986
0.41771463,0.58228534
0.41474637,0.5852536
0.37515792,0.62484205
0.37921175,0.6207883
0.45656732,0.5434327
0.66474706,0.33525294
0.35204417,0.64795583
0.4698629,0.5301371
0.57501304,0.42498696
0.43318206,0.5668179
0.5977297,0.40227032
0.48952323,0.51047677
0.4728848,0.52711517
0.71671253,0.28328747
0.45695007,0.54304993
0.38271052,0.6172894
0.46701962,0.5329804
0.3864906,0.61350936
0.4387732,0.5612268
0.53086597,0.46913403
0.5194341,0.48056588
0.3613113,0.63868874
0.3760714,0.6239286
0.39856723,0.6014328
0.37574232,0.6242577
0.3696426,0.6303574
0.33160314,0.6683969
0.3288493,0.6711507
0.3355506,0.6644494
0.31915,0.68084997
0.39183715,0.6081629
0.021776782,0.97822315
0.32195446,0.6780455
0.18549067,0.81450933
0.34640476,0.6535952
0.2782333,0.7217667
0.3035224,0.69647765
0.32111558,0.6788844
0.30494493,0.695055
0.34340084,0.6565991
0.22699729,0.7730027
0.17512289,0.82487714
0.35842118,0.64157885
0.40991074,0.59008926
0.31896502,0.68103504
0.42543143,0.57456857
0.3569901,0.6430099
0.34572646,0.6542735
0.23856588,0.76143414
0.3771034,0.62289655
0.28757077,0.7124293
0.12526967,0.87473035
0.1239441,0.87605584
0.2909094,0.7090906
0.17760517,0.8223948
0.11199481,0.88800526
0.16777241,0.8322276
0.1623282,0.8376718
0.11015802,0.889842
0.3902128,0.60978717
0.29294825,0.70705175
0.16598992,0.83401
0.2782489,0.7217511
0.13968495,0.8603151
0.18698026,0.8130197
0.1910876,0.80891246
0.16870256,0.8312975
0.1167076,0.88329244
0.116810545,0.8831895
0.1178796,0.88212043
0.18124507,0.818755
0.20647018,0.79352975
0.22102031,0.7789797
0.11216477,0.8878352
0.30216515,0.6978348
0.28758094,0.7124191
0.5508515,0.44914854
0.28168538,0.7183146
0.2518678,0.7481322
0.5481562,0.4518438
0.57357776,0.42642227
0.49781567,0.50218433
0.6213644,0.3786356
0.45500404,0.54499596
0.5433891,0.45661092
0.30067158,0.6993284
0.43888378,0.5611162
0.5337446,0.46625546
0.34679887,0.6532011
0.32525828,0.6747417
0.30096188,0.6990381
0.39328548,0.6067145
0.7230658,0.27693418
0.9528744,0.047125556
0.9381577,0.061842397
0.74093044,0.2590695
0.9390931,0.060906872
0.9178878,0.08211218
0.6932036,0.3067964
0.90872306,0.0912769
0.44944808,0.55055195
0.86289555,0.13710442
0.9088994,0.09110055
0.9005307,0.09946932
0.77782625,0.22217377
0.8574584,0.14254165
0.7498671,0.25013292
0.8496704,0.1503296
0.89979976,0.10020027
0.77444494,0.22555509
0.91038483,0.0896152
0.85206294,0.14793707
0.5910024,0.40899763
0.88260174,0.11739824
0.7177431,0.2822569
0.92563194,0.07436807
0.9891053,0.010894657
0.9627725,0.03722748
0.9685866,0.03141337
0.79715735,0.20284262
0.91255677,0.08744318
0.95730424,0.042695742
0.91392374,0.08607625
0.9481292,0.051870838
0.6174391,0.38256094
0.95742285,0.04257711
0.94168943,0.058310606
0.97096044,0.029039556
0.9390619,0.060938083
0.95116955,0.04883042
0.8417415,0.1582585
0.9279928,0.0720072
0.9649483,0.03505168
0.9493119,0.050688133
0.9284738,0.07152629
0.8815491,0.11845094
0.9377711,0.062228948
0.95723814,0.042761922
0.91703403,0.082965955
